,10_6_5_11,9_6_5_11,purep53,JMS8-2,JMS8-3,JMS8-4,JMS8-5,JMS9-P7c,JMS9-P8c
75099,114,253,127,135,526,204,147,191,82
17258,2216,1388,3967,3263,3083,3213,3616,882,1455
67867,180,328,773,753,678,429,758,214,154
67009,353,457,1595,1619,1110,596,1261,379,296
233335,117,200,6363,10236,535,254,6079,150,88
73904,2,1,6,5,4,0,2,0,2
16001,5118,1726,12770,13261,7168,7693,13405,828,2274
78444,0,1,3,0,1,0,0,1,0
100504026,0,0,0,0,0,0,0,0,0
434197,21,6,7,9,15,12,7,8,13
71244,0,0,0,0,0,0,0,0,0
384639,0,0,0,0,0,0,0,0,0
66412,12583,4099,2157,1719,11345,18444,2177,2576,7914
73796,0,0,0,0,0,0,0,0,0
11819,37,308,365,389,441,135,296,149,48
434198,0,3,0,3,0,0,2,0,0
100038563,0,0,0,0,0,0,0,0,0
244049,444,341,642,515,748,683,793,230,264
100042880,2403,2273,2893,1408,2838,2174,1485,733,775
625243,0,0,0,0,0,0,1,0,0
100504141,0,0,0,0,0,0,1,0,0
100505025,0,0,0,0,2,1,0,0,1
319783,3,2,2,6,5,8,2,1,4
244058,505,210,748,1073,413,430,568,168,315
244059,8856,5454,8263,5577,13484,14321,8927,3526,4491
69170,896,966,1094,985,1535,1460,1089,738,632
665610,4,4,4,3,4,5,2,0,3
244061,0,1,0,0,0,0,0,0,1
100038347,2309,4077,131,150,6484,3177,124,2546,1477
100579147,0,1,0,0,3,4,0,0,2
100861851,0,2,0,0,1,5,0,0,0
20450,4,3,306,356,8,13,438,1,0
108116,120,562,2585,2728,1156,361,2384,428,134
100504215,0,2,0,0,1,0,0,0,0
64176,6,5,394,527,7,16,352,1,0
68954,0,0,1,3,0,1,6,0,0
75547,2596,5146,5705,5734,10501,4637,6591,3845,1941
100504230,1283,585,314,210,1433,1653,243,268,740
207952,1964,1337,573,554,2740,1428,510,389,444
244071,0,0,0,4,0,1,1,0,0
18213,16,20,2969,4293,42,86,3612,24,27
791275,0,2,34,30,2,2,29,1,0
414121,0,0,0,2,0,0,1,0,0
67308,355,447,757,541,1142,835,604,253,283
67994,337,622,1397,1042,1250,662,758,292,188
76375,176,240,301,358,481,212,154,158,109
723884,0,0,0,0,0,0,0,0,0
68048,860,1059,2325,1537,2842,1983,2535,838,566
57444,529,1591,528,349,2745,1029,569,865,444
100504648,0,0,0,0,0,0,0,0,0
11595,13,10,19,57,66,112,29,4,7
67666,427,161,363,355,1104,2054,385,98,343
17304,229545,57559,60092,44541,250640,360129,50157,21467,102555
54608,16535,29066,10360,9229,60450,45194,12449,11885,7834
19771,74,96,17,14,61,122,8,10,15
208836,88,159,1173,893,329,199,814,77,71
18975,1920,2699,4644,3887,5387,3737,5285,1565,1110
100038478,2,5,18,19,3,7,5,1,0
101694,0,3,0,0,0,0,0,1,0
723968,0,0,0,0,0,0,0,0,0
56315,0,0,0,0,0,0,1,0,0
77011,66,78,835,726,257,92,464,59,45
16576,126,98,828,791,233,113,700,55,71
103968,0,0,32,8,8,13,9,0,0
100861920,3,7,3,3,12,11,3,5,11
18631,38,33,40,22,49,49,21,18,23
626359,17,54,17,10,99,42,26,28,14
17292,0,0,1,2,2,1,0,2,1
17293,10,15,11,3,16,4,0,9,3
16790,20736,6759,3030,3692,20467,25322,3052,2796,8456
11778,811,1365,1448,1295,2660,1215,901,717,510
71339,0,2,1,8,10,9,0,3,3
70420,564,1073,2001,2225,2221,932,1407,682,443
209225,1121,2038,1026,1021,3510,1415,631,1034,809
100859962,4,4,1,1,5,7,0,6,1
269951,3111,2809,7558,5743,6360,3830,4851,1536,1688
100316758,0,0,0,0,0,0,0,0,0
20352,1138,2293,2067,1198,4130,1473,2595,1267,539
23991,1003,1864,1241,829,3431,1833,693,906,559
269952,43,69,66,93,173,66,57,50,24
269954,27,82,34,39,105,49,40,43,20
83485,345,759,598,528,1369,635,586,517,254
233405,524,710,746,603,1283,806,594,531,402
233406,310,358,4040,3579,865,465,2798,185,226
269955,346,426,541,367,544,339,551,297,262
101869,4560,4599,10272,10885,8753,7550,9668,2577,2651
68695,334,524,630,574,1099,587,394,344,203
140481,1261,3392,14412,14988,5948,2339,13875,1848,863
14159,1502,660,602,470,1835,2227,852,387,854
18550,7675,8296,13315,10264,20556,14692,15025,3497,3377
12144,164,210,1073,691,448,312,687,165,186
70461,1554,1454,3260,3632,3231,2201,3187,959,982
100504375,3,2,28,15,7,12,37,0,2
29875,24065,18967,23541,20151,52394,50222,28915,9742,14928
22691,161,455,117,113,828,227,97,242,124
71968,338,687,611,431,1443,624,555,444,243
68039,47,71,108,128,194,147,121,55,48
56529,2140,3144,5443,4565,6659,4203,3870,1763,1353
233410,3463,2829,4336,4174,7968,7535,4995,1533,1809
116904,5,10,10,21,25,13,22,4,3
434203,1,0,2,6,1,1,3,0,0
623286,229,551,1072,694,1030,549,665,301,178
18584,81,66,155,184,122,257,220,30,40
20068,6293,8108,13842,6825,12408,9090,7365,3139,3425
12877,9,13,279,310,37,39,380,16,10
11775,0,1,1,0,0,1,2,1,1
210321,0,0,0,0,0,0,0,0,0
100504421,16,38,56,59,77,45,37,52,28
100316717,7,4,1,0,4,3,4,0,2
244091,0,1,7,1,2,0,2,0,0
434204,617,682,626,587,1353,979,515,511,455
26557,2054,1983,501,433,4329,3104,484,1289,1221
67148,315,390,372,318,729,581,296,279,232
67290,175,410,453,326,734,330,291,237,128
83962,911,1508,1669,1599,3318,1987,1629,1099,692
107769,0,3,39,34,27,19,57,13,5
29877,24,22,2939,2683,54,104,2690,28,25
12173,78,114,5311,3484,426,198,9119,141,73
434205,2,2,14,14,1,0,15,1,1
20408,1,1,48,48,3,6,67,1,1
269959,36,26,381,522,15,83,430,10,21
330577,23,41,48,31,51,39,32,52,13
101592,863,998,1020,944,2022,1313,880,555,450
77800,3,0,0,0,4,3,2,1,1
619808,1,0,0,2,0,1,1,0,1
108797,214,466,1013,1193,876,366,573,154,111
71285,0,0,0,0,0,0,0,0,0
330578,0,0,0,0,0,0,0,0,0
100038384,0,0,0,0,0,0,0,1,0
233424,5,5,15,23,6,7,25,2,7
170460,910,315,1611,1151,854,1179,962,196,489
16170,29,17,138,133,50,104,168,9,19
100504131,157,166,345,215,339,270,254,109,87
666170,9747,12001,24304,18851,29836,21220,21744,8033,7068
75556,5,0,0,0,0,8,0,0,6
73079,0,0,2,2,0,0,2,1,0
80889,1568,1509,3051,2207,4000,3390,2544,702,987
67943,1147,1566,3857,3899,3780,2295,2724,931,668
80982,26,160,124,107,235,121,68,116,30
70178,3387,3848,418,279,7263,4574,427,2458,2104
11864,41,16,1287,855,44,75,850,1,15
100039239,1,3,9,5,1,4,7,1,0
14085,783,952,3740,2925,1995,1501,3334,574,517
65098,2180,3175,3079,2469,6721,4844,2915,2429,1756
72495,120,181,87,25,114,78,46,24,36
620480,268,302,463,596,1004,841,489,219,223
258410,0,0,0,0,0,0,0,0,0
258411,0,0,0,0,0,0,0,0,0
100009609,0,0,0,0,0,0,0,0,0
233437,0,0,0,0,0,0,0,0,0
620672,0,0,0,0,0,0,0,0,0
620697,0,0,0,0,0,0,0,0,0
330581,0,0,0,0,0,0,0,0,0
670940,0,0,0,0,0,0,0,0,0
233445,0,0,0,0,0,0,0,0,0
244114,0,0,0,0,0,0,0,0,0
620928,0,0,0,0,0,0,0,0,0
546980,0,0,0,0,0,0,0,0,0
546981,0,0,0,0,0,0,0,0,0
675969,0,0,0,0,0,0,0,0,0
258222,0,0,0,0,0,0,0,0,0
258196,0,0,0,0,0,0,0,0,0
258614,0,0,0,0,0,0,0,0,0
258610,0,0,0,0,0,0,0,0,0
258609,0,0,0,0,0,0,0,0,0
258089,0,0,0,0,0,0,0,0,0
258612,0,0,0,0,0,0,0,0,0
257958,0,0,0,0,0,0,0,0,0
257929,0,0,0,0,0,0,0,0,0
257905,0,0,0,0,0,0,0,0,0
258611,0,0,0,0,0,0,0,0,0
258850,0,0,0,0,0,0,0,0,0
257904,0,0,0,0,0,0,0,0,0
257906,0,0,0,0,0,0,0,0,0
258613,0,0,0,0,0,0,0,0,0
53320,1,4,0,2,0,15,5,0,2
546983,0,0,0,0,0,0,0,0,0
637896,0,0,0,0,0,0,0,0,0
621430,0,0,0,0,0,0,0,0,0
50490,194,300,2388,2658,758,271,2348,219,166
22173,0,0,0,0,0,0,0,0,0
108071,1,0,0,0,1,1,0,0,0
13032,2174,1057,1843,1556,3271,4360,1741,560,1385
72433,57,84,142,150,128,96,90,76,48
72759,1504,4228,1806,1733,7475,3054,1814,2607,1208
14366,192,814,330,413,1444,622,424,501,201
101521,0,2,2,0,3,1,0,1,0
76453,753,1787,13898,16550,2487,1599,13726,1146,740
109264,194,147,1042,1026,284,219,1033,48,105
70884,1,0,9,10,4,2,8,0,0
67669,328,414,871,804,934,519,617,288,198
13626,1317,1422,2549,1815,3084,2850,2139,915,906
319711,0,0,0,1,1,3,3,0,0
78329,17,39,26,48,69,46,42,31,32
233489,4802,4064,8283,6152,8461,9139,9071,2870,3474
100862054,0,0,0,0,0,2,0,0,1
75338,1,9,0,1,26,8,0,13,5
83671,115,696,63,48,815,242,66,438,181
70054,10,49,9,13,66,16,5,36,12
233490,2609,2462,3132,1542,3584,3503,3105,2097,1633
66271,318,487,724,534,973,675,534,331,238
68472,122,125,187,218,229,137,128,104,84
100862134,4,1,19,12,5,4,15,1,0
23859,3,3,71,83,12,24,90,21,4
66365,417,475,1190,1063,1090,733,959,354,313
73845,454,257,680,541,801,756,755,171,241
74737,6781,3875,12877,14806,13112,15151,11548,4000,5138
666737,45,18,30,35,32,92,27,22,33
75985,336,77,422,401,258,695,371,34,221
74041,212,103,737,701,290,444,529,114,119
72461,663,213,2340,2067,900,1216,2007,126,331
100502918,5,4,1,1,11,6,2,2,1
58238,88,15,213,244,33,53,101,9,36
100040298,1711,2058,3143,2672,3993,3039,2535,1040,995
791297,0,0,0,0,0,0,0,0,0
23966,524,232,175,139,1228,889,208,133,232
735284,0,0,0,0,0,0,0,1,0
670727,0,0,0,0,0,0,0,0,0
791381,0,0,0,1,0,0,0,0,0
244141,507,324,444,430,993,1150,424,215,330
14389,1580,842,119,113,2092,1938,146,427,863
244144,174,295,291,292,497,224,230,186,96
622320,67,161,74,53,314,171,61,78,55
381903,402,561,629,465,1117,758,397,375,241
68197,1017,1406,2780,1979,2967,1874,1717,763,711
21835,50,15,47,13,128,184,15,4,31
233529,156,308,294,239,353,224,131,145,116
101861,1463,2109,3522,3301,4085,2631,2948,1529,1201
66273,199,260,393,305,499,307,353,137,105
233532,2654,2694,5783,4014,5452,4085,5103,2148,1705
12729,740,1050,2929,2599,2384,1412,1899,737,431
791341,1,4,6,7,1,3,1,1,2
66333,35,67,35,33,126,57,27,27,28
18479,2480,4922,5116,4113,12775,6870,5963,3804,1741
233537,0,0,0,1,0,0,0,0,0
17921,3,8,41,37,23,22,88,3,2
12337,2564,7761,453,454,12492,4158,413,4044,2059
18378,74,156,19,16,269,113,12,76,57
330599,23,22,10,9,39,21,11,16,12
272411,10,5,7,7,8,9,9,3,3
66190,1091,911,2082,1597,2363,2192,2494,658,638
244152,208,111,585,430,289,250,565,25,61
14918,0,0,0,0,0,0,0,0,0
434215,755,122,373,576,572,882,807,205,495
233544,0,0,1,0,0,4,0,0,0
233545,874,1072,2514,2388,2265,1340,2198,837,605
72981,2168,2325,6026,5923,6692,5223,5923,1812,1504
100503364,0,3,2,4,3,0,6,2,0
22411,81,233,2598,2624,275,108,2702,106,29
78610,2024,2916,3322,3093,5844,3295,2757,1903,1351
67800,591,4753,2012,2154,8381,1802,2036,2379,591
233549,3,43,16,13,75,23,8,21,10
17760,19,111,1361,1688,222,52,1048,48,22
12406,2585,1933,42027,37640,4982,4633,34559,847,1539
100861604,0,0,0,0,0,0,0,0,0
233552,1055,417,1980,1788,997,1395,1412,157,547
72184,5,5,11,19,9,6,23,1,2
27050,42968,49779,83359,62954,94081,65255,57579,23171,22825
449631,10,7,52,18,28,37,44,10,11
449630,1,2,10,7,2,14,10,3,4
109689,14644,6551,14274,16492,19889,21044,13380,2794,6412
723840,0,0,0,0,0,0,0,0,0
100503386,19,36,143,136,76,84,160,13,12
101488,15,26,82,51,112,67,102,25,34
259066,0,0,0,0,1,0,0,0,0
258353,0,0,0,0,0,0,0,0,0
442845,0,0,0,0,0,1,0,0,0
50877,58,76,96,85,177,97,119,65,34
66624,2348,4948,4188,4062,11561,5989,3222,3192,1912
446101,13,50,53,46,110,66,50,18,18
108937,1528,1573,1996,1421,3594,2754,2505,984,908
69121,261,17,18,18,227,1195,21,4,111
67967,1605,1597,1752,1422,3749,3676,1456,1058,1041
67164,243,123,111,62,251,218,82,39,95
57442,135,41,5,7,107,128,3,10,14
70974,991,390,986,750,1068,1579,829,192,536
14777,16,8,24,9,4,8,4,1,5
320452,4,12,32,31,26,51,47,3,5
72590,1099,2061,4535,3821,4651,2425,4967,1433,773
277939,1717,2200,2839,3079,5360,3090,2809,1510,1166
22229,54,16,89,53,41,252,81,3,26
22228,29828,18344,59076,42835,50932,64079,53394,10254,17659
69387,804,376,553,626,1382,3274,730,141,537
68185,70,118,99,65,138,61,70,74,34
402747,58,63,105,148,140,181,196,41,36
52443,294,311,605,591,792,615,645,188,233
19346,4585,5628,14617,11499,14216,11367,15329,4227,3432
27276,5178,1860,21946,23678,8903,9918,23649,896,2816
319604,2573,2286,6355,5348,5179,4803,5902,1414,1507
320100,194,104,1361,1197,404,455,1446,58,91
207212,6477,9243,12170,13660,22924,15579,10311,5550,3946
100526508,0,0,2,0,1,2,0,0,0
233571,202,259,38,29,882,643,72,102,87
18442,1601,1150,745,505,5071,4066,1030,596,935
207278,1717,1476,1373,1410,2662,2230,1311,956,1156
73683,940,490,731,580,855,1075,804,309,439
56018,2093,4077,2041,1716,8433,4166,1749,2176,1389
69710,2772,5190,4982,4265,8959,3975,4465,2792,1714
207728,149,175,820,684,584,324,995,141,112
387157,0,0,0,0,0,0,0,0,0
100503552,10,1,1,0,4,12,1,1,3
11871,0,2,0,0,1,6,1,0,2
11872,1,0,0,0,0,0,0,0,0
20480,1168,2184,2273,1939,4363,2170,1621,1127,643
11859,1,3,13,17,2,6,17,2,2
16332,4908,20143,4061,3754,32422,8652,2935,9766,3564
14276,60,983,29,29,1630,249,35,391,101
14275,3145,1024,63,66,2754,7756,54,358,1605
75430,509,310,536,379,639,978,353,186,361
791260,135,97,122,118,201,288,82,76,95
66508,682,1262,1770,1580,2602,1292,1059,788,487
69358,161,312,186,185,600,353,168,179,111
101706,10528,13670,16687,17333,26254,16534,15102,7923,6328
16068,248,525,157,169,1025,756,282,367,247
75212,622,892,1156,1022,1798,1324,904,474,396
22064,252,297,583,529,568,404,486,228,197
11875,1,6,10,12,3,5,10,0,0
11870,1,0,0,0,1,1,0,1,0
504186,0,0,4,1,2,2,3,0,2
269966,5600,7206,17293,13341,19923,15031,24622,4767,3926
233575,658,1257,1105,886,2268,1082,848,711,435
56212,1381,1351,1749,1216,3870,2696,1944,675,815
20866,1517,4511,9747,11466,7992,2653,9116,2626,1066
20133,1264,1658,9600,7680,3823,2284,5926,906,782
257947,0,0,1,10,1,2,4,0,0
257926,0,0,0,1,0,0,0,0,0
258837,0,0,2,4,0,1,3,1,0
667284,2,0,1,6,1,3,3,1,1
259083,0,0,0,0,0,0,0,0,0
259105,0,0,0,0,0,0,0,0,0
20821,729,416,508,480,1102,1002,583,272,373
259108,223,13,1,3,140,350,1,1,68
258750,4,0,0,0,2,12,0,0,1
259106,9,1,0,0,2,23,0,0,5
233578,5,0,0,0,1,14,0,0,0
258322,0,0,0,0,0,2,0,0,0
259107,0,0,0,0,0,1,0,0,0
258749,3,0,0,0,0,1,0,0,1
101700,1785,1157,496,438,2694,2710,457,936,1281
258358,4,1,0,0,2,7,0,0,1
259097,9,3,37,68,10,27,25,15,10
18332,1,0,0,1,0,1,0,0,0
259116,0,0,0,0,0,4,0,0,0
170639,2,6,62,65,2,7,48,40,14
259117,0,0,0,0,0,1,0,0,0
259096,3,0,0,2,2,16,0,0,3
258356,0,0,0,0,0,0,0,0,0
258168,0,0,0,0,0,0,0,0,0
259095,0,0,0,0,0,0,0,0,0
259092,0,0,0,0,0,0,0,0,0
259114,0,0,0,0,0,0,0,0,0
259089,0,0,0,0,0,0,0,0,0
259093,0,0,0,0,0,0,0,0,0
258357,0,0,0,0,0,0,0,0,0
259118,0,0,0,0,0,0,0,0,0
258248,0,0,0,0,0,0,0,0,0
259113,0,0,0,0,0,0,0,0,0
259119,0,0,0,0,0,0,0,0,0
259055,0,0,0,0,0,0,0,0,0
258752,0,0,0,0,0,0,0,0,0
259056,0,0,0,0,0,0,0,0,0
259091,0,0,0,0,0,3,0,0,0
259115,0,0,0,0,0,0,0,0,0
259054,0,0,0,0,0,0,0,0,0
258139,0,0,0,0,0,0,0,0,0
404317,0,0,0,0,0,0,0,0,0
258378,0,0,0,0,0,0,0,0,0
258246,0,0,0,0,0,0,0,0,0
667882,0,0,0,1,0,0,0,0,0
384701,0,0,0,0,0,0,0,0,0
100041187,0,0,0,0,0,0,0,0,0
258135,0,0,0,0,0,0,0,0,0
257975,0,0,0,0,0,0,0,0,0
258726,0,0,0,0,0,0,0,0,0
259048,0,0,0,0,0,0,0,0,0
258311,0,0,0,0,0,0,0,0,0
259073,0,0,0,0,0,0,0,0,0
13532,0,0,0,0,0,0,0,0,0
258156,0,0,0,0,0,0,0,0,0
259098,0,0,0,0,0,0,0,0,0
546989,0,0,0,0,0,0,0,0,0
258751,0,0,0,0,0,0,0,0,0
259086,0,0,0,0,0,0,0,0,0
259085,0,0,0,0,0,0,0,0,0
258722,0,0,0,0,0,0,0,0,0
545985,0,0,0,0,0,0,0,0,0
259104,0,0,0,0,0,0,0,0,0
259084,0,0,0,0,0,0,0,0,0
259103,0,0,0,0,0,0,0,0,0
258838,0,0,0,0,0,0,0,0,0
259049,0,0,0,0,0,0,0,0,0
259080,0,0,0,0,0,0,0,0,0
258808,0,0,0,0,0,0,0,0,0
259087,0,0,0,0,0,0,0,0,0
259126,0,0,0,0,0,0,0,0,0
258189,0,0,0,0,0,0,0,0,0
436002,0,0,0,0,0,0,0,0,0
259159,0,0,0,0,0,0,0,0,0
258818,0,0,0,0,0,0,0,0,0
259102,0,0,0,0,0,0,0,0,0
18370,0,0,0,0,0,0,0,0,0
18369,0,0,0,0,0,0,0,0,0
18368,0,0,0,0,0,0,0,0,0
15129,1,3,10,12,13,8,44,1,1
100503605,1,2,13,8,15,5,30,0,0
100503686,0,0,0,0,0,0,0,0,0
436003,0,0,0,0,0,0,0,0,0
15132,0,0,0,0,0,0,0,0,0
15135,0,0,0,0,0,0,0,0,0
18367,0,0,0,0,0,0,0,0,0
100503724,133,234,573,465,672,425,435,167,126
18366,0,0,0,0,0,0,0,0,0
18365,0,1,0,0,0,0,0,0,0
258961,0,0,0,0,0,0,0,0,0
259123,0,0,0,0,0,0,0,0,0
258351,0,0,0,0,0,0,0,0,0
259122,0,0,0,0,0,0,0,0,0
259124,0,0,0,0,0,0,0,0,0
259088,0,0,0,0,0,0,0,0,0
258819,0,0,0,0,0,0,0,0,0
259075,0,0,0,0,0,0,0,0,0
258326,0,0,0,0,0,0,0,0,0
259081,0,0,0,0,0,0,0,0,0
259125,0,0,0,0,0,0,0,0,0
258247,0,0,0,0,0,0,0,0,0
259058,0,0,0,0,0,0,0,0,0
70980,0,0,0,0,0,0,0,0,0
244178,0,0,0,0,0,0,0,0,0
244179,0,0,0,0,0,0,0,0,0
244180,0,0,0,0,0,0,0,0,0
258746,0,0,0,0,0,0,0,0,0
259057,0,0,0,0,0,0,0,0,0
94088,137,352,13,8,354,267,11,457,177
94094,119,114,55,43,186,152,42,80,74
667823,10,23,18,11,38,26,15,12,6
76681,5,4,12,7,15,10,14,4,3
622070,0,0,0,0,0,2,1,0,0
434218,58,91,33,25,123,95,41,58,53
319236,347,554,567,630,1176,818,754,464,322
244183,1,2,0,0,0,1,1,0,0
434219,0,0,1,1,0,3,5,2,0
20128,305,536,68,43,981,756,112,432,260
209387,0,7,2,1,11,8,2,7,3
625321,0,1,0,0,0,0,0,0,0
258809,0,1,0,0,0,0,0,0,0
259050,0,0,0,0,0,0,0,0,0
57250,0,0,0,0,0,0,0,0,0
258377,0,0,0,0,0,0,0,0,0
258817,0,0,0,0,0,0,0,0,0
259078,0,0,0,0,0,0,0,0,0
258309,0,0,0,0,0,0,0,0,0
259051,0,0,0,0,0,0,0,0,0
259052,0,0,0,0,0,0,0,0,0
258743,0,0,0,0,0,0,0,0,0
257914,0,0,0,0,0,0,0,0,0
625530,0,0,0,3,0,0,0,0,0
233637,418,580,1096,852,1550,1161,1234,365,334
100503865,11,9,23,1,12,8,7,0,2
381944,0,0,0,0,0,0,0,0,0
13531,0,0,0,1,0,0,1,0,0
258810,0,0,0,0,0,0,0,0,0
259100,0,0,0,0,0,0,0,0,0
259062,0,0,0,0,0,0,0,0,0
259061,0,0,0,0,0,0,0,0,0
259045,0,0,0,0,0,0,0,0,0
384703,0,0,0,0,0,0,0,0,0
257910,0,0,0,0,0,0,0,0,0
258755,0,0,0,0,0,0,0,0,0
258147,0,0,0,0,0,0,0,0,0
259099,0,0,0,0,0,0,0,0,0
258355,0,0,0,0,0,0,0,0,0
258753,0,0,0,0,0,0,0,0,0
259046,0,0,0,0,0,0,0,0,0
404318,0,0,0,0,0,0,0,0,0
259047,0,0,0,0,0,0,0,0,0
244187,0,0,0,0,0,0,0,0,0
258160,0,0,0,0,0,0,0,0,0
259072,0,0,0,0,0,0,0,0,0
668035,0,0,0,0,0,0,0,0,0
259161,0,0,0,0,0,0,0,0,0
258745,0,0,0,0,0,0,0,0,0
56860,0,0,0,0,0,0,0,0,0
259063,0,1,0,0,0,0,0,0,0
258352,1,1,0,0,1,1,0,0,0
74349,2591,2252,1694,1648,4266,3769,1319,1565,1516
100503879,0,0,0,0,0,0,0,0,0
233649,18,11,14,13,34,18,11,10,9
244189,479,541,956,841,1389,1125,1233,395,356
12426,1,2,3,2,2,1,1,0,3
109042,1462,1880,2412,2712,3062,2028,2083,816,903
20597,364,621,579,690,1326,761,477,369,233
100861751,0,0,0,0,0,0,0,0,0
11785,141,248,1417,1606,464,173,952,173,108
15458,29,81,56,56,130,36,54,51,16
55992,582,879,1301,1360,1530,996,1208,660,437
76932,1626,2700,2882,2212,5401,2948,2364,1868,1093
14356,343,525,804,664,1097,694,502,316,294
101867,597,558,1837,1952,1524,999,1969,391,363
16202,1899,1751,7523,8575,4435,3943,7952,911,1382
24075,298,597,623,329,1207,642,457,310,219
12751,3015,4386,6230,5817,10154,5903,6583,3281,2080
233651,41,49,4706,5240,101,175,4938,27,22
27397,1193,1296,3234,2483,3074,2184,2627,779,742
77700,12,1,7,5,10,38,15,0,4
626055,14,15,82,41,17,6,38,3,1
100042856,16,1,3,1,11,47,14,6,6
100417829,2,0,1,0,2,5,0,1,2
668108,8,0,3,3,5,15,10,4,1
74558,5,1,3,3,7,23,29,1,0
100417831,1,0,1,1,2,3,3,0,0
668128,3,0,3,0,2,6,4,0,0
209380,0,0,0,1,2,1,7,1,0
668139,0,0,125,62,103,65,254,73,23
434223,0,0,4,1,2,6,5,1,3
258445,0,0,0,0,0,0,0,0,0
258444,0,0,0,0,0,0,0,0,0
258591,0,0,0,0,0,0,0,0,0
258592,0,0,0,0,0,0,0,0,0
258595,0,0,0,0,0,0,0,0,0
258180,0,0,0,0,0,0,0,0,0
258593,0,0,0,0,0,0,0,0,0
66786,0,0,1,0,0,0,0,0,0
258590,0,0,0,0,0,0,0,0,0
258589,0,0,0,0,0,0,0,0,0
257902,0,0,0,0,0,0,0,0,0
259034,0,0,0,0,0,0,0,0,0
258350,0,0,0,0,1,0,0,0,0
194433,0,0,0,0,0,0,0,0,0
258173,0,0,0,0,0,1,0,0,0
258594,0,0,0,0,0,0,0,0,0
233670,0,0,0,0,0,0,0,0,0
259037,0,0,0,0,0,0,0,0,0
18317,0,0,0,0,0,0,0,0,0
259036,0,0,0,0,0,0,0,0,0
259035,0,0,0,0,0,0,0,0,0
18314,0,0,0,0,0,0,0,0,0
384732,0,0,0,0,0,0,0,0,0
258776,0,0,0,0,0,0,0,0,0
258597,0,0,0,0,0,0,0,0,0
76858,0,0,0,0,0,0,0,0,0
76572,0,0,0,0,0,0,0,0,0
60510,94,73,1241,1362,170,150,1101,15,44
244198,12,31,22,46,5,60,25,8,12
19024,1483,2659,1241,921,4574,2876,1276,1734,1291
76679,0,0,2,1,3,0,1,1,0
320635,4,7,28,49,15,19,64,4,4
244199,0,0,12,13,0,0,11,0,0
257919,0,0,0,1,0,0,0,0,0
258418,0,0,0,0,0,0,0,0,0
258417,0,0,0,0,0,0,0,0,0
626674,0,0,0,0,0,0,0,0,0
258770,0,0,0,0,0,0,0,0,0
258771,0,0,0,0,0,0,0,0,0
258488,0,0,0,0,0,0,0,0,0
258926,0,0,0,0,0,0,0,0,0
258928,0,0,0,0,0,0,0,0,0
258729,0,0,0,0,0,0,0,0,0
257891,0,0,0,0,0,0,0,0,0
56861,0,0,0,0,0,0,0,0,0
258927,0,0,0,0,0,0,0,0,0
100043059,127,176,182,61,124,76,59,60,50
258728,0,0,0,0,0,0,0,0,0
258730,0,0,0,0,0,0,0,0,0
258492,0,0,0,0,0,0,0,0,0
258041,0,0,0,0,0,0,0,0,0
258489,0,0,0,0,0,0,0,0,0
258042,0,0,0,0,0,0,0,0,0
258727,0,0,0,0,0,0,0,0,0
258491,0,0,0,0,0,0,0,0,0
258731,0,0,0,0,0,0,0,0,0
258490,1,0,0,0,1,0,0,1,1
258307,0,0,0,0,0,0,0,0,0
258732,0,0,0,0,0,0,0,0,0
258361,0,0,0,0,0,0,0,0,0
258733,0,0,0,0,0,0,0,0,0
258304,0,0,0,0,0,0,0,0,0
258734,0,0,0,0,0,0,0,0,0
259143,0,0,0,0,0,0,0,0,0
258163,0,0,0,0,0,0,0,0,0
258215,0,0,0,0,0,0,0,0,0
258738,0,0,0,0,0,0,0,0,0
258769,0,0,0,0,0,0,0,0,0
258369,0,0,0,0,0,0,0,0,0
258308,0,0,0,0,0,0,0,0,0
258719,0,0,0,0,0,0,0,0,0
258718,0,0,0,0,0,0,0,0,0
258721,0,0,0,0,0,0,0,0,0
258720,0,0,0,0,0,0,0,0,0
258136,0,0,0,0,0,0,0,0,0
258303,0,0,0,0,0,0,0,0,0
277935,0,0,0,0,0,0,0,0,0
244202,4,4,29,13,13,10,26,9,1
66085,9700,10449,16822,15820,26451,18474,15145,5507,5690
22141,1,6,139,184,5,16,174,4,3
320360,8,10,478,379,19,15,381,5,4
109594,8,8,6011,4678,51,48,4274,16,9
117229,0,1,20,18,0,0,17,0,0
74293,0,2,4,2,0,1,3,0,0
330627,27,5,41,28,66,98,48,10,10
26451,1762,2252,3212,2702,4903,3342,2626,1306,1133
100302499,43,30,122,52,77,106,85,47,52
76954,2570,1813,5095,5674,4082,4891,4551,1109,1325
57373,519,612,304,217,1054,1227,167,431,273
57355,23,7,5,5,29,44,8,6,11
56787,3,1,2,3,16,17,1,0,6
56786,954,1795,753,732,3522,2208,682,1038,652
78593,273,133,266,306,435,953,446,92,131
56788,0,1,30,39,4,7,50,26,1
19347,3676,2788,9610,9439,6953,6981,10440,1608,2224
233724,871,765,1814,1537,1729,1676,1983,617,775
69781,1,0,1,0,0,0,0,0,0
233726,7453,7704,19417,11196,17018,14568,20156,5516,5039
100379145,15,5,48,16,10,30,81,8,14
767812,44,51,84,80,81,85,131,36,21
20841,592,935,705,667,1522,932,820,713,464
22390,5233,3729,3011,1870,5338,4590,2787,2580,4494
20947,3038,1236,2556,2287,3521,3860,2498,903,2135
