,rownames,ENTREZID,SYMBOL,TXCHROM
54636,25707,54636,Wdr45,chrX
54637,25708,54637,Praf2,chrX
54648,25709,54648,Ccdc120,chrX
209446,25710,209446,Tfe3,chrX
54645,25711,54645,Gripap1,chrX
100316807,25712,100316807,Mir1198,chrX
16506,25713,16506,Kcnd1,chrX
54644,25714,54644,Otud5,chrX
18715,25715,18715,Pim2,chrX
22232,25716,22232,Slc35a2,chrX
54633,25717,54633,Pqbp1,chrX
21855,25718,21855,Timm17b,chrX
30052,25719,30052,Pcsk1n,chrX
353283,25720,353283,Eras,chrX
15185,25721,15185,Hdac6,chrX
14460,25722,14460,Gata1,chrX
69824,25723,69824,Glod5,chrX
668975,25724,668975,NA,NA
20937,25725,20937,Suv39h1,chrX
100504708,25726,100504708,NA,NA
22376,25727,22376,Was,chrX
627782,25728,627782,Gm6787,chrX
73447,25729,73447,Wdr13,chrX
19652,25730,19652,Rbm3,chrX
70226,25731,70226,Rbm3os,chrX
209815,25732,209815,Tbc1d25,chrX
13595,25733,13595,Ebp,chrX
53627,25734,53627,Porcn,chrX
54632,25735,54632,Ftsj1,chrX
209837,25736,209837,Slc38a5,chrX
385312,25737,385312,Ssxb10,chrX
387131,25738,387131,Ssxb9,chrX
67985,25739,67985,Ssxb1,chrX
387132,25740,387132,Ssxb2,chrX
546263,25741,546263,Gm14459,chrX
668976,25742,668976,Ssxb6,chrX
278174,25743,278174,Ssxb3,chrX
387284,25744,387284,Ssxb7,NA
631002,25745,631002,Ssxb8,chrX
382206,25746,382206,Ssx9,chrX
387586,25747,387586,Ssxb5,chrX
625480,25748,625480,Gm6592,chrX
436188,25749,436188,Gm5751,NA
102941,25750,102941,B630019K06Rik,chrX
434726,25751,434726,Fthl17b,chrX
434727,25752,434727,Fthl17c,chrX
100042782,25753,100042782,Fthl17d,chrX
83457,25754,83457,Fthl17e,chrX
434728,25755,434728,Fthl17-ps1,chrX
434729,25756,434729,Fthl17f,chrX
75775,25757,75775,4930402K13Rik,chrX
236285,25758,236285,Lancl3,chrX
22439,25759,22439,Xk,chrX
76383,25760,76383,H2al1m,chrX
547154,25761,547154,H2al1k,chrX
100862340,25762,100862340,NA,NA
13058,25763,13058,Cybb,chrX
333452,25764,333452,H2al1o,chrX
67117,25765,67117,Dynlt3,chrX
67334,25766,67334,H2ap,chrX
385317,25767,385317,H2al3,chrX
236643,25768,236643,Sytl5,chrX
51795,25769,51795,Srpx,chrX
19893,25770,19893,Rpgr,chrX
18416,25771,18416,Otc,chrX
71180,25772,71180,NA,NA
21912,25773,21912,Tspan7,chrX
68041,25774,68041,Mid1ip1,chrX
100042922,25775,100042922,H2al1a,chrX
100042927,25776,100042927,H2al1b,chrX
100042929,25777,100042929,H2al1c,NA
100042931,25778,100042931,H2al1d,chrX
547160,25779,547160,H2al1e,chrX
100042939,25780,100042939,H2al1f,NA
100042943,25781,100042943,H2al1g,chrX
100042944,25782,100042944,H2al1h,NA
100042946,25783,100042946,H2al1i,NA
236663,25784,236663,H2al1j,chrX
71458,25785,71458,Bcor,chrX
72937,25786,72937,NA,NA
100043946,25787,100043946,Gm14635,chrX
70495,25788,70495,Atp6ap2,chrX
245347,25789,245347,Gm4984,chrX
69155,25790,69155,1810030O07Rik,chrX
26896,25791,26896,Med14,chrX
552913,25792,552913,Gm14634,chrX
70489,25793,70489,5730405O15Rik,chrX
22284,25794,22284,Usp9x,chrX
100043002,25795,100043002,Llph-ps2,NA
72122,25796,72122,2010308F09Rik,chrX
13205,25797,13205,Ddx3x,chrX
236690,25798,236690,Nyx,chrX
12361,25799,12361,Cask,chrX
23890,25800,23890,Gpr34,chrX
319200,25801,319200,Gpr82,chrX
385328,25802,385328,H2al1n,chrX
67395,25803,67395,Ppp1r2-ps9,chrX
100503053,25804,100503053,Gm14517,NA
66742,25805,66742,Cypt1,chrX
17161,25806,17161,Maoa,chrX
109731,25807,109731,Maob,chrX
17986,25808,17986,Ndp,chrX
74405,25809,74405,Efhc2,chrX
72018,25810,72018,Fundc1,chrX
278181,25811,278181,Gm5073,NA
436196,25812,436196,Gm5755,NA
331391,25813,331391,Gm5123,NA
73547,25814,73547,Dusp21,chrX
22289,25815,22289,Kdm6a,chrX
75905,25816,75905,Dipk2b,chrX
723827,25817,723827,Mir221,chrX
723828,25818,723828,Mir222,chrX
100503338,25819,100503338,Gm14636,NA
278255,25820,278255,Tex13c3,chrX
60322,25821,60322,Chst7,chrX
236727,25822,236727,Slc9a7,chrX
19889,25823,19889,Rp2,chrX
382207,25824,382207,Jade3,chrX
19733,25825,19733,Rgn,chrX
104130,25826,104130,Ndufb11,chrX
236732,25827,236732,Rbm10,chrX
22201,25828,22201,Uba1,chrX
18555,25829,18555,Cdk16,chrX
236733,25830,236733,Usp11,chrX
11836,25831,11836,Araf,chrX
20964,25832,20964,Syn1,chrX
21857,25833,21857,Timp1,chrX
18636,25834,18636,Cfp,chrX
13712,25835,13712,Elk1,chrX
22294,25836,22294,Uxt,chrX
320742,25837,320742,A230072C01Rik,chrX
319535,25838,319535,Zfp182,chrX
278203,25839,278203,Spaca5,chrX
245368,25840,245368,Zfp300,chrX
385338,25841,385338,Ssxa1,chrX
100503481,25842,100503481,4930453H23Rik,chrX
629024,25843,629024,Gm6938,chrX
331392,25844,331392,Gm5124,NA
11609,25845,11609,Agtr2,chrX
56774,25846,56774,Slc6a14,chrX
76705,25847,76705,Ppp1r2-ps7,chrX
67455,25848,67455,Klhl13,chrX
72404,25849,72404,Wdr44,chrX
236749,25850,236749,Tesl1,chrX
546272,25851,546272,Gm5934,chrX
100043216,25852,100043216,Gm4297,chrX
546282,25853,546282,Gm5935,chrX
100040417,25854,100040417,Gm2759,NA
382277,25855,382277,Gm5169,chrX
100038977,25856,100038977,Gm1993,chrX
100038997,25857,100038997,Gm2003,NA
100503930,25858,100503930,NA,NA
382275,25859,382275,Gm5168,chrX
100039030,25860,100039030,Gm2012,chrX
100039065,25861,100039065,Gm2030,chrX
100039078,25862,100039078,Gm2036,NA
664829,25863,664829,Slx,chrX
100039120,25864,100039120,Gm14525,chrX
619991,25865,619991,Gm6121,chrX
664844,25866,664844,NA,NA
664861,25867,664861,Gm7375,NA
100042175,25868,100042175,Gm10230,chrX
100039194,25869,100039194,NA,NA
100039208,25870,100039208,NA,NA
664877,25871,664877,Gm7386,NA
100039240,25872,100039240,Gm10058,chrX
664890,25873,664890,Gm7391,NA
22526,25874,22526,Gm4836,NA
100039324,25875,100039324,Gm10147,NA
100039334,25876,100039334,Gm2165,NA
664923,25877,664923,Gm7408,NA
100039377,25878,100039377,Gm10096,NA
664944,25879,664944,Gm7415,NA
100862354,25880,100862354,NA,NA
100042087,25881,100042087,Gm3657,NA
100042103,25882,100042103,Gm3669,NA
100042109,25883,100042109,Gm10488,chrX
100042122,25884,100042122,Gm3681,NA
100042144,25885,100042144,Gm14632,NA
100504357,25886,100504357,Gm14974,NA
664989,25887,664989,Gm7438,NA
100039467,25888,100039467,Gm10487,chrX
100862067,25889,100862067,Btbd35f29,NA
100040467,25890,100040467,NA,NA
100040458,25891,100040458,Btbd35f26,NA
100040448,25892,100040448,Btbd35f19,NA
100862118,25893,100862118,Spin2e,NA
100862274,25894,100862274,Btbd35f25,NA
100862314,25895,100862314,Gm21637,chrX
100862323,25896,100862323,Btbd35f22,NA
100040482,25897,100040482,Btbd35f2,chrX
71847,25898,71847,Btbd35f1,NA
100862329,25899,100862329,Btbd35f21,chrX
100862341,25900,100862341,Btbd35f30,NA
100040533,25901,100040533,Btbd35f5,chrX
100040552,25902,100040552,Gm2837,NA
100040606,25903,100040606,Btbd35f12,chrX
100039419,25904,100039419,Gm2223,NA
100040698,25905,100040698,Btbd35f15,NA
100040732,25906,100040732,Btbd35f14,chrX
100040781,25907,100040781,Btbd35f6,NA
100862369,25908,100862369,Btbd35f9,NA
100862389,25909,100862389,Btbd35f8,NA
100039522,25910,100039522,Gm2288,NA
100503691,25911,100503691,Gm14552,NA
100039550,25912,100039550,Gm10486,chrX
100039573,25913,100039573,Gm2318,NA
100039585,25914,100039585,Gm14819,NA
75974,25915,75974,Dock11,chrX
16164,25916,16164,Il13ra1,chrX
72693,25917,72693,Zcchc12,chrX
547166,25918,547166,Gm6023,NA
74365,25919,74365,Lonrf3,chrX
621901,25920,621901,Gm6268,chrX
53328,25921,53328,Pgrmc1,chrX
338351,25922,338351,Akap17b,chrX
194744,25923,194744,Slc25a43,chrX
11740,25924,11740,Slc25a5,chrX
69591,25925,69591,Mdrl,NA
100503771,25926,100503771,NA,NA
77644,25927,77644,Steep1,chrX
22209,25928,22209,Ube2a,chrX
77286,25929,77286,Nkrf,chrX
100534633,25930,100534633,Gm15008,chrX
56526,25931,56526,Septin6,chrX
245381,25932,245381,Sowahd,chrX
67248,25933,67248,Rpl39,chrX
100503795,25934,100503795,Gm19899,NA
104369,25935,104369,Snora69,chrX
68134,25936,68134,Upf3b,chrX
67050,25937,67050,Nkap,chrX
434756,25938,434756,Akap14,chrX
54405,25939,54405,Ndufa1,chrX
69942,25940,69942,Rnf113a1,chrX
194854,25941,194854,Gm9,chrX
385343,25942,385343,Rhox1,chrX
75199,25943,75199,Rhox2a,chrX
382209,25944,382209,Rhox3a,chrX
664609,25945,664609,Rhox4a,chrX
100861623,25946,100861623,Rhox3a2,NA
100861640,25947,100861640,Rhox4a2,NA
100039913,25948,100039913,Rhox2b,chrX
57737,25949,57737,Rhox4b,chrX
100039948,25950,100039948,Rhox2c,chrX
100135654,25951,100135654,Rhox3c,chrX
434759,25952,434759,Rhox4c,chrX
434760,25953,434760,Rhox2d,chrX
546295,25954,546295,Rhox3d-ps,NA
664610,25955,664610,Rhox4d,chrX
100040016,25956,100040016,Rhox2e,chrX
100135657,25957,100135657,Rhox3e,chrX
194856,25958,194856,Rhox4e,chrX
434764,25959,434764,Rhox2f,chrX
621852,25960,621852,Rhox3f,chrX
636177,25961,636177,Rhox4f,chrX
546294,25962,546294,Rhox3g,chrX
434766,25963,434766,Rhox2g,chrX
664608,25964,664608,Rhox4g,chrX
434758,25965,434758,Rhox3h,chrX
622301,25966,622301,Rhox2h,chrX
622311,25967,622311,Rhox2-ps,NA
18617,25968,18617,Rhox5,chrX
19202,25969,19202,Rhox6,chrX
547168,25970,547168,Rhox7a,chrX
434768,25971,434768,Rhox8,chrX
104384,25972,104384,Rhox9,chrX
436199,25973,436199,Btg1b,chrX
194735,25974,194735,Btg1c,chrX
434769,25975,434769,Rhox10,chrX
194738,25976,194738,Rhox11,chrX
382282,25977,382282,Rhox12,chrX
73614,25978,73614,Rhox13,chrX
56805,25979,56805,Zbtb33,chrX
245386,25980,245386,Tmem255a,chrX
100526512,25981,100526512,Mir3110,chrX
67821,25982,67821,Atp1b4,chrX
16784,25983,16784,Lamp2,chrX
72584,25984,72584,Cul4b,chrX
68995,25985,68995,Mcts1,chrX
59048,25986,59048,C1galt1c1,chrX
77883,25987,77883,6030498E09Rik,chrX
78631,25988,78631,Cypt15-ps,chrX
100504400,25989,100504400,Cypt14-ps,chrX
53623,25990,53623,Gria3,chrX
331401,25991,331401,Thoc2,chrX
11798,25992,11798,Xiap,chrX
20843,25993,20843,Stag2,chrX
100039899,25994,100039899,Tex13d,NA
20400,25995,20400,Sh2d1a,chrX
23963,25996,23963,Tenm1,chrX
236774,25997,236774,NA,NA
245403,25998,245403,Dcaf12l2,chrX
245404,25999,245404,Dcaf12l1,chrX
68800,26000,68800,Prr32,chrX
75133,26001,75133,4930515L19Rik,chrX
73360,26002,73360,Actrt1,chrX
434775,26003,434775,Gm5636,NA
93761,26004,93761,Smarca1,chrX
320634,26005,320634,Ocrl,chrX
30878,26006,30878,Apln,chrX
170745,26007,170745,Xpnpep2,chrX
74131,26008,74131,Sash3,chrX
208884,26009,208884,Zdhhc9,chrX
72554,26010,72554,Utp14a,chrX
100500713,26011,100500713,9530027J09Rik,NA
320376,26012,320376,Bcorl1,chrX
56501,26013,56501,Elf4,chrX
26926,26014,26926,Aifm1,chrX
19337,26015,19337,Rab33a,chrX
208968,26016,208968,Zfp280c,chrX
20523,26017,20523,Slc25a14,chrX
236781,26018,236781,Gpr119,chrX
209003,26019,209003,Rbmx2,chrX
209005,26020,209005,Fsip2l,chrX
209224,26021,209224,Enox2,chrX
75404,26022,75404,Arhgap36,chrX
100041697,26023,100041697,Gm14719,NA
236784,26024,236784,Or11q2,chrX
236785,26025,236785,Or5o1,chrX
209268,26026,209268,Igsf1,chrX
257978,26027,257978,Or11n2,chrX
258385,26028,258385,Or5bh3,chrX
258289,26029,258289,Or1aa2,chrX
100504564,26030,100504564,NA,NA
103012,26031,103012,Firre,chrX
70415,26032,70415,Stk26,chrX
385354,26033,385354,Frmd7,chrX
72065,26034,72065,Rap2c,chrX
171170,26035,171170,Mbnl3,chrX
50786,26036,50786,Hs6st2,chrX
83563,26037,83563,Usp26,chrX
74279,26038,74279,Magea14,chrX
14735,26039,14735,Gpc4,chrX
14734,26040,14734,Gpc3,chrX
100861693,26041,100861693,NA,NA
751531,26042,751531,Mir717,chrX
100504594,26043,100504594,A630012P03Rik,chrX
723852,26044,723852,Mir363,chrX
723942,26045,723942,Mir92-2,chrX
387195,26046,387195,Mir19b-2,chrX
723923,26047,723923,Mir20b,chrX
100124431,26048,100124431,Mir18b,chrX
723829,26049,723829,Mir106a,chrX
751866,26050,751866,Kis2,NA
100041925,26051,100041925,Gm14586,NA
434778,26052,434778,Ccdc160,chrX
70998,26053,70998,Phf6,chrX
15452,26054,15452,Hprt,chrX
100861729,26055,100861729,NA,NA
751532,26056,751532,Mir450b,chrX
723869,26057,723869,Mir450-1,chrX
723938,26058,723938,Mir450-2,chrX
723901,26059,723901,Mir542,chrX
72575,26060,72575,C430049B03Rik,chrX
723910,26061,723910,Mir351,chrX
723879,26062,723879,Mir503,chrX
723907,26063,723907,Mir322,chrX
56096,26064,56096,Plac1,chrX
78755,26065,78755,Pabir2,chrX
73866,26066,73866,Pabir3,chrX
70380,26067,70380,Mospd1,chrX
69501,26068,69501,Etd,chrX
71159,26069,71159,4933416I08Rik,NA
72865,26070,72865,Rtl8c,NA
66158,26071,66158,Rtl8a,chrX
553127,26072,553127,Rtl8b,chrX
100504039,26073,100504039,Gm53064,chrX
75013,26074,75013,Ct55,chrX
75514,26075,75514,1700013H16Rik,chrX
333473,26076,333473,Zfp36l3,NA
22441,26077,22441,Xlr,chrX
100040260,26078,100040260,Atf1-ps,NA
100040317,26079,100040317,Gm14598,NA
625508,26080,625508,Gm14596,chrX
666096,26081,666096,Gm14594,NA
100040867,26082,100040867,Gm16405,chrX
100040894,26083,100040894,Gm16430,NA
666122,26084,666122,Gm14595,chrX
666135,26085,666135,Gm14590,NA
666151,26086,666151,Gm7950,NA
666161,26087,666161,Gm7958,NA
75140,26088,75140,Slxl1,chrX
626274,26089,626274,Gm6660,NA
625210,26090,625210,Gm14625,chrX
100039055,26091,100039055,Gm16404,chrX
626315,26092,626315,Gm6664,NA
666107,26093,666107,Gm14623,NA
70691,26094,70691,3830403N18Rik,chrX
331416,26095,331416,Gm773,chrX
72030,26096,72030,1600025M17Rik,chrX
78619,26097,78619,Zfp449,chrX
320237,26098,320237,Smim10l2a,chrX
236790,26099,236790,Ints6l,chrX
100504519,26100,100504519,NA,NA
270599,26101,270599,Gm648,chrX
236792,26102,236792,Mmgt1,chrX
100628628,26103,100628628,Mir5116,chrX
236794,26104,236794,Slc9a6,chrX
14199,26105,14199,Fhl1,chrX
320923,26106,320923,Map7d3,chrX
236798,26107,236798,Adgrg4,chrX
12209,26108,12209,Brs3,chrX
72459,26109,72459,Htatsf1,chrX
170828,26110,170828,Vgll1,chrX
100502842,26111,100502842,Gm14718,chrX
21947,26112,21947,Cd40lg,chrX
73341,26113,73341,Arhgef6,chrX
19655,26114,19655,Rbmx,chrX
353374,26115,353374,Snord61,chrX
245423,26116,245423,Tm9sf5,chrX
245424,26117,245424,Gpr101,chrX
22773,26118,22773,Zic3,chrX
75352,26119,75352,Magea13,chrX
100862172,26120,100862172,NA,NA
14168,26121,14168,Fgf13,chrX
100124476,26122,100124476,Mir504,chrX
14071,26123,14071,F9,chrX
434782,26124,434782,Gm5637,NA
109904,26125,109904,Mcf2,chrX
320940,26126,320940,Atp11c,chrX
751545,26127,751545,Mir505,chrX
631784,26128,631784,Gm7073,chrX
279618,26129,279618,Gm715,chrX
20675,26130,20675,Sox3,chrX
331424,26131,331424,Cdr1os,chrX
631990,26132,631990,Cdr1,chrX
320247,26133,320247,C030023E24Rik,NA
245440,26134,245440,Gm4988,chrX
434784,26135,434784,Ldoc1,chrX
74437,26136,74437,Magec2,chrX
70936,26137,70936,4931400O07Rik,NA
75545,26138,75545,Tslrn1,chrX
671878,26139,671878,Sms-ps,NA
627470,26140,627470,Gm6760,chrX
70696,26141,70696,Magea9,chrX
245446,26142,245446,Slitrk4,chrX
70062,26143,70062,Ctag2,chrX
74862,26144,74862,4930447F04Rik,NA
245450,26145,245450,Slitrk2,chrX
100861774,26146,100861774,NA,NA
100049546,26147,100049546,Mir743,chrX
100124496,26148,100124496,Mir743b,chrX
100049548,26149,100049548,Mir742,chrX
100124462,26150,100124462,Mir883a,chrX
100124493,26151,100124493,Mir883b,chrX
723939,26152,723939,Mir471,chrX
100049545,26153,100049545,Mir741,chrX
723887,26154,723887,Mir463,chrX
100124480,26155,100124480,Mir880,chrX
100124479,26156,100124479,Mir878,chrX
100124460,26157,100124460,Mir881,chrX
100124478,26158,100124478,Mir871,chrX
723873,26159,723873,Mir470,chrX
100124441,26160,100124441,Mir465c-1,chrX
100124473,26161,100124473,Mir465b-1,chrX
100124464,26162,100124464,Mir465c-2,NA
100124440,26163,100124440,Mir465b-2,chrX
723888,26164,723888,Mir465,chrX
382217,26165,382217,Gm1140,chrX
666842,26166,666842,Gm14692,NA
66780,26167,66780,4933436I01Rik,chrX
387197,26168,387197,Mir201,chrX
723918,26169,723918,Mir547,chrX
100124449,26170,100124449,Mir509,chrX
236844,26171,236844,Gm4910,NA
100038638,26172,100038638,Fmr1os,NA
14265,26173,14265,Fmr1,chrX
207854,26174,207854,Fmr1nb,chrX
100040244,26175,100040244,Styx-ps,NA
627927,26176,627927,Gm6812,chrX
14266,26177,14266,Aff2,chrX
74305,26178,74305,1700111N16Rik,chrX
75509,26179,75509,1700020N15Rik,chrX
15931,26180,15931,Ids,chrX
68618,26181,68618,Eola1,chrX
619303,26182,619303,4930567H17Rik,chrX
628012,26183,628012,Gm16441,NA
236848,26184,236848,Tmem185a,chrX
628053,26185,628053,Gm14725,chrX
333639,26186,333639,Mamld1,chrX
667013,26187,667013,Gm14730,NA
17772,26188,17772,Mtm1,chrX
53332,26189,53332,Mtmr1,chrX
171486,26190,171486,Cd99l2,chrX
15354,26191,15354,Hmgb3,chrX
14765,26192,14765,Gpr50,chrX
67048,26193,67048,Vma21,chrX
382221,26194,382221,Gm1141,chrX
208748,26195,208748,Prrg3,chrX
77905,26196,77905,Fate1,chrX
12789,26197,12789,Cnga2,chrX
17140,26198,17140,Magea4,chrX
14404,26199,14404,Gabre,chrX
723894,26200,723894,Mir224,chrX
723919,26201,723919,Mir452,chrX
236852,26202,236852,Magea10,chrX
14396,26203,14396,Gabra3,chrX
100316827,26204,100316827,Mir767,chrX
100124463,26205,100124463,Mir105,chrX
57249,26206,57249,Gabrq,chrX
26370,26207,26370,Cetn2,chrX
18194,26208,18194,Nsdhl,chrX
22673,26209,22673,Zfp185,chrX
100316779,26210,100316779,Mir2137,chrX
385377,26211,385377,Pnma5,chrX
245468,26212,245468,Pnma3,chrX
434794,26213,434794,Xlr4a,chrX
22445,26214,22445,Xlr3a,chrX
574438,26215,574438,Xlr5a,chrX
574404,26216,574404,Pwwp4a,chrX
574405,26217,574405,Pwwp4b,chrX
627081,26218,627081,Xlr5b,chrX
100504429,26219,100504429,Spin2d,chrX
574437,26220,574437,Xlr3b,chrX
27083,26221,27083,Xlr4b,chrX
14070,26222,14070,F8a,chrX
72891,26223,72891,Xlr4c,chrX
22446,26224,22446,Xlr3c,chrX
27084,26225,27084,Xlr5c,chrX
434795,26226,434795,Pwwp4-ps,NA
27081,26227,27081,Zfp275,chrX
22754,26228,22754,Zfp92,chrX
24102,26229,24102,Trex2,chrX
73738,26230,73738,Haus7,chrX
100504490,26231,100504490,NA,NA
12111,26232,12111,Bgn,chrX
100861843,26233,100861843,NA,NA
320707,26234,320707,Atp2b3,chrX
75590,26235,75590,Dusp9,chrX
93843,26236,93843,Pnck,chrX
102857,26237,102857,Slc6a8,chrX
27061,26238,27061,Bcap31,chrX
11666,26239,11666,Abcd1,chrX
140571,26240,140571,Plxnb3,chrX
56504,26241,56504,Srpk3,chrX
15929,26242,15929,Idh3g,chrX
20832,26243,20832,Ssr4,chrX
245469,26244,245469,Pdzd4,chrX
16728,26245,16728,L1cam,chrX
12000,26246,12000,Avpr2,chrX
171207,26247,171207,Arhgap4,chrX
56292,26248,56292,Naa10,chrX
19703,26249,19703,Renbp,chrX
15161,26250,15161,Hcfc1,chrX
16179,26251,16179,Irak1,chrX
100628601,26252,100628601,Mir5132,chrX
751533,26253,751533,Mir718,chrX
17257,26254,17257,Mecp2,chrX
14539,26255,14539,Opn1mw,chrX
385380,26256,385380,Tex28,chrX
83553,26257,83553,Tktl1,chrX
192176,26258,192176,Flna,chrX
13726,26259,13726,Emd,chrX
110954,26260,110954,Rpl10,chrX
104368,26261,104368,Snora70,chrX
69537,26262,69537,Dnase1l1,chrX
66826,26263,66826,Tafazzin,chrX
54411,26264,54411,Atp6ap1,chrX
14567,26265,14567,Gdi1,chrX
108160,26266,108160,Fam50a,chrX
18846,26267,18846,Plxna3,chrX
66192,26268,66192,Lage3,chrX
27643,26269,27643,Ubl4a,chrX
214601,26270,214601,Slc10a3,chrX
66294,26271,66294,Fam3a,chrX
16151,26272,16151,Ikbkg,chrX
14381,26273,14381,G6pdx,chrX
628456,26274,628456,Ctag2l1,chrX
258393,26275,258393,Or13ae2,chrX
434797,26276,434797,Pwwp4c,chrX
667379,26277,667379,Spin2-ps2,NA
667387,26278,667387,Xlr4d-ps,NA
628518,26279,628518,Ctag2l2,chrX
100041594,26280,100041594,Spin2-ps3,NA
546325,26281,546325,Pwwp4d,chrX
628573,26282,628573,Gm6897,NA
100041642,26283,100041642,Spin2-ps4,NA
669291,26284,669291,Gm15363,NA
100503280,26285,100503280,Gm38425,chrX
210710,26286,210710,Gab3,chrX
245474,26287,245474,Dkc1,chrX
17524,26288,17524,Mpp1,chrX
434800,26289,434800,Smim9,chrX
14069,26290,14069,F8,chrX
67391,26291,67391,Fundc2,chrX
17763,26292,17763,Mtcp1,chrX
210766,26293,210766,Brcc3,chrX
22327,26294,22327,Vbp1,chrX
67790,26295,67790,Rab39b,chrX
74396,26296,74396,4933407K13Rik,chrX
102866,26297,102866,Pls3,chrX
667537,26298,667537,Gm8692,NA
238829,26299,238829,Cldn34b3,chrX
619294,26300,619294,Cldn34b4,chrX
74987,26301,74987,Cldn34d,chrX
21372,26302,21372,Tbl1x,chrX
628893,26303,628893,Cldn34-ps,chrX
19108,26304,19108,Prkx,chrX
54192,26305,54192,Pbsn,chrX
628923,26306,628923,Gm14744,chrX
71351,26307,71351,5430402E10Rik,chrX
18249,26308,18249,Obp1a,chrX
546335,26309,546335,Gm5938,chrX
628991,26310,628991,Obp1b,chrX
236874,26311,236874,Gm14743,chrX
74910,26312,74910,4930480E11Rik,chrX
546336,26313,546336,Prrg1,chrX
70864,26314,70864,Fam47c,chrX
667736,26315,667736,NA,NA
100041373,26316,100041373,NA,NA
636104,26317,636104,Cfap47,chrX
71967,26318,71967,Mageb16,chrX
192216,26319,192216,Tmem47,chrX
245492,26320,245492,4930595M18Rik,chrX
13405,26321,13405,Dmd,chrX
100502723,26322,100502723,Tsga8,chrX
71996,26323,71996,Fthl17a,chrX
66724,26324,66724,Tab3,chrX
14933,26325,14933,Gk,chrX
100041562,26326,100041562,Gm14762,chrX
71398,26327,71398,Tasl,chrX
73495,26328,73495,Samt3,chrX
11614,26329,11614,Nr0b1,chrX
434903,26330,434903,Mageb4,chrX
245502,26331,245502,Gm41,NA
331461,26332,331461,Il1rapl1,chrX
245506,26333,245506,Ppp4r3c-ps,NA
100499530,26334,100499530,Mir1906-2,NA
18630,26335,18630,Dcaf8l,chrX
245509,26336,245509,4932429P05Rik,chrX
245511,26337,245511,4930415L06Rik,chrX
212952,26338,212952,Mageb11,chrX
17146,26339,17146,Mageb2,chrX
278167,26340,278167,Mageb6b1,chrX
667988,26341,667988,Mageb6b2,NA
73487,26342,73487,1700084M14Rik,chrX
236891,26343,236891,NA,NA
629542,26344,629542,Mageb5b,chrX
74271,26345,74271,Mageb5,chrX
278087,26346,278087,Gm5071,chrX
17145,26347,17145,Mageb1,chrX
215641,26348,215641,Mageb18,chrX
668061,26349,668061,NA,NA
546347,26350,546347,Gm5941,chrX
100042663,26351,100042663,1700003E24Rik,NA
69357,26352,69357,BC061195,chrX
11878,26353,11878,Arx,chrX
18968,26354,18968,Pola1,chrX
236899,26355,236899,Pcyt1b,chrX
236900,26356,236900,Pdk3,chrX
385493,26357,385493,AU015836,chrX
629591,26358,629591,Gm6987,NA
22764,26359,22764,Zfx,chrX
26905,26360,26905,Eif2s3x,chrX
236904,26361,236904,Klhl15,chrX
631145,26362,631145,Fam90a1b,chrX
68316,26363,68316,Apoo,chrX
100503393,26364,100503393,Gm14827,chrX
94275,26365,94275,Maged1,chrX
14853,26366,14853,Gspt2,chrX
668166,26367,668166,Zxdb,chrX
631331,26368,631331,NA,NA
668171,26369,668171,Zxda,chrX
270624,26370,270624,Spin4,chrX
236915,26371,236915,Arhgef9,chrX
72345,26372,72345,Amer1,chrX
70392,26373,70392,Asb12,chrX
245522,26374,245522,Zc4h2,chrX
547176,26375,547176,Zc3h12b,chrX
76386,26376,76386,1700010D01Rik,chrX
76130,26377,76130,Las1l,chrX
100503437,26378,100503437,Gm19691,NA
17698,26379,17698,Msn,chrX
100503808,26380,100503808,Gm14925,NA
100038363,26381,100038363,F630028O10Rik,chrX
723814,26382,723814,Mir223,chrX
278180,26383,278180,Vsig4,chrX
245525,26384,245525,Hsf3,chrX
15203,26385,15203,Heph,chrX
76206,26386,76206,Gpr165,chrX
668236,26387,668236,Gm9059,NA
245526,26388,245526,Pgr15l,chrX
245527,26389,245527,Eda2r,chrX
11835,26390,11835,Ar,chrX
94190,26391,94190,Ophn1,chrX
77929,26392,77929,Yipf6,chrX
236920,26393,236920,Stard8,chrX
13641,26394,13641,Efnb1,chrX
100038584,26395,100038584,Gm14812,chrX
18744,26396,18744,Pja1,chrX
100042947,26397,100042947,NA,NA
620592,26398,620592,Nalf2,chrX
13607,26399,13607,Eda,chrX
751534,26400,751534,Mir676,chrX
245532,26401,245532,Awat2,chrX
408193,26402,408193,Otud6a,chrX
18518,26403,18518,Igbp1,chrX
668257,26404,668257,Dgat2l6,chrX
245533,26405,245533,Awat1,chrX
57385,26406,57385,P2ry4,chrX
170735,26407,170735,Arr3,chrX
72621,26408,72621,Pdzd11,chrX
16571,26409,16571,Kif4,chrX
71584,26410,71584,Gdpd2,chrX
53310,26411,53310,Dlg3,chrX
83558,26412,83558,Tex11,chrX
11989,26413,11989,Slc7a3,chrX
55988,26414,55988,Snx12,chrX
54601,26415,54601,Foxo4,chrX
245536,26416,245536,Gm614,chrX
16186,26417,16186,Il2rg,chrX
100503548,26418,100503548,Gm19763,NA
59024,26419,59024,Med12,chrX
245537,26420,245537,Nlgn3,chrX
14618,26421,14618,Gjb1,chrX
56364,26422,56364,Zmym3,chrX
53610,26423,53610,Nono,chrX
26549,26424,26549,Itgb1bp2,chrX
270627,26425,270627,Taf1,chrX
108155,26426,108155,Ogt,chrX
