gene_id,gene_id_version,chr,start,end,strand,gene_biotype,gene_name,gene_id_short
ENSMUSG00000089906,ENSMUSG00000089906.2,chr11,98093885.0,98169330.0,+,protein_coding,Cdk12,ENSMUSG00000089906
ENSMUSG00000089907,ENSMUSG00000089907.3,chr12,41436378.0,41441215.0,-,lncRNA,Gm47373,ENSMUSG00000089907
ENSMUSG00000089908,ENSMUSG00000089908.2,chr15,82069717.0,82071826.0,+,TEC,Gm49502,ENSMUSG00000089908
ENSMUSG00000089909,ENSMUSG00000089909.2,chr8,81238471.0,81241102.0,-,lncRNA,4930505O20Rik,ENSMUSG00000089909
ENSMUSG00000089910,ENSMUSG00000089910.2,chr3,107118609.0,107129048.0,-,protein_coding,Cym,ENSMUSG00000089910
ENSMUSG00000089911,ENSMUSG00000089911.5,chr1,91107544.0,91152918.0,+,protein_coding,Ramp1,ENSMUSG00000089911
ENSMUSG00000089914,ENSMUSG00000089914.3,chr13,72776939.0,72782317.0,+,protein_coding,Irx2,ENSMUSG00000089914
ENSMUSG00000089916,ENSMUSG00000089916.2,chr18,46634813.0,46659038.0,-,protein_coding,Fem1c,ENSMUSG00000089916
ENSMUSG00000089917,ENSMUSG00000089917.8,chr5,143956622.0,143963488.0,-,protein_coding,Ocm,ENSMUSG00000089917
ENSMUSG00000089922,ENSMUSG00000089922.3,chr1,83189765.0,83190605.0,-,processed_pseudogene,Gm6244,ENSMUSG00000089922
ENSMUSG00000089923,,,,,,,,
ENSMUSG00000089924,ENSMUSG00000089924.2,chr7,97199538.0,97228704.0,-,protein_coding,Aamdc,ENSMUSG00000089924
ENSMUSG00000089925,,,,,,,,
ENSMUSG00000089926,ENSMUSG00000089926.2,chr3,92851793.0,92853040.0,+,protein_coding,Lce3c,ENSMUSG00000089926
ENSMUSG00000089927,ENSMUSG00000089927.2,chr14,13803533.0,14038581.0,+,protein_coding,Cfap20dc,ENSMUSG00000089927
ENSMUSG00000089929,ENSMUSG00000089929.2,chr6,131562095.0,131566218.0,+,transcribed_unprocessed_pseudogene,Gm16571,ENSMUSG00000089929
ENSMUSG00000089931,ENSMUSG00000089931.2,chr16,64298173.0,64422771.0,-,protein_coding,Csnka2ip,ENSMUSG00000089931
ENSMUSG00000089932,ENSMUSG00000089932.2,chr7,115631214.0,115631785.0,+,lncRNA,Sox6os,ENSMUSG00000089932
ENSMUSG00000089933,ENSMUSG00000089933.2,chr11,75377642.0,75400275.0,+,protein_coding,Prpf8,ENSMUSG00000089933
ENSMUSG00000089934,ENSMUSG00000089934.2,chr14,54359683.0,54359698.0,+,TR_D_gene,Trdd2,ENSMUSG00000089934
ENSMUSG00000089935,ENSMUSG00000089935.2,chr14,41911707.0,41917234.0,-,transcribed_processed_pseudogene,1700091H14Rik,ENSMUSG00000089935
ENSMUSG00000089936,ENSMUSG00000089936.2,chr1,13738995.0,13771947.0,+,protein_coding,Xkr9,ENSMUSG00000089936
ENSMUSG00000089937,ENSMUSG00000089937.2,chr10,79810782.0,79820164.0,-,protein_coding,Tmem259,ENSMUSG00000089937
ENSMUSG00000089938,ENSMUSG00000089938.2,chr4,115095951.0,115098779.0,-,processed_pseudogene,Gm12834,ENSMUSG00000089938
ENSMUSG00000089940,ENSMUSG00000089940.2,chr6,70239549.0,70240896.0,+,processed_pseudogene,Gm8836,ENSMUSG00000089940
ENSMUSG00000089941,ENSMUSG00000089941.2,chr13,63769314.0,63775193.0,-,lncRNA,Gm30709,ENSMUSG00000089941
ENSMUSG00000089942,ENSMUSG00000089942.10,chrX,153669801.0,153673263.0,-,protein_coding,Cldn34b1,ENSMUSG00000089942
ENSMUSG00000089943,ENSMUSG00000089943.2,chr1,171745082.0,171780737.0,+,protein_coding,Slamf6,ENSMUSG00000089943
ENSMUSG00000089944,,,,,,,,
ENSMUSG00000089945,ENSMUSG00000089945.14,chr1,80478790.0,80736244.0,-,protein_coding,Dock10,ENSMUSG00000089945
ENSMUSG00000089947,ENSMUSG00000089947.2,chr14,64206788.0,64225239.0,-,protein_coding,4930578I06Rik,ENSMUSG00000089947
ENSMUSG00000089948,ENSMUSG00000089948.2,chr6,41419150.0,41423079.0,-,protein_coding,Gm10334,ENSMUSG00000089948
ENSMUSG00000089949,ENSMUSG00000089949.3,chr8,26940488.0,26974680.0,-,lncRNA,Gm31983,ENSMUSG00000089949
ENSMUSG00000089950,ENSMUSG00000089950.3,chr10,79629406.0,79656730.0,+,protein_coding,Palm,ENSMUSG00000089950
ENSMUSG00000089951,ENSMUSG00000089951.10,chr5,124601328.0,124616429.0,-,protein_coding,Rilpl2,ENSMUSG00000089951
ENSMUSG00000089952,ENSMUSG00000089952.2,chr18,52194859.0,52195288.0,+,processed_pseudogene,Gm50447,ENSMUSG00000089952
ENSMUSG00000089953,ENSMUSG00000089953.4,chr7,35096460.0,35138114.0,+,protein_coding,Cep89,ENSMUSG00000089953
ENSMUSG00000089954,,,,,,,,
ENSMUSG00000089955,,,,,,,,
ENSMUSG00000089956,ENSMUSG00000089956.2,chr4,66272086.0,66272423.0,+,processed_pseudogene,Gm11484,ENSMUSG00000089956
ENSMUSG00000089957,ENSMUSG00000089957.3,chr7,8185371.0,8203319.0,-,protein_coding,Vmn2r42,ENSMUSG00000089957
ENSMUSG00000089958,ENSMUSG00000089958.2,chr11,19576761.0,19578061.0,-,lncRNA,Gm12027,ENSMUSG00000089958
ENSMUSG00000089959,ENSMUSG00000089959.2,chrX,3660800.0,3661667.0,-,processed_pseudogene,Gm14357,ENSMUSG00000089959
ENSMUSG00000089960,ENSMUSG00000089960.2,chrX,9138995.0,9179489.0,+,protein_coding,Xk,ENSMUSG00000089960
ENSMUSG00000089961,ENSMUSG00000089961.2,chr15,74690920.0,74706720.0,+,protein_coding,Gml2,ENSMUSG00000089961
ENSMUSG00000089962,,,,,,,,
ENSMUSG00000089963,ENSMUSG00000089963.4,chr10,39243712.0,39245636.0,-,lncRNA,Gm31616,ENSMUSG00000089963
ENSMUSG00000089964,ENSMUSG00000089964.2,chr15,103099971.0,103148243.0,-,protein_coding,Cbx5,ENSMUSG00000089964
ENSMUSG00000089965,ENSMUSG00000089965.2,chr4,72035379.0,72119156.0,-,protein_coding,Tle1,ENSMUSG00000089965
ENSMUSG00000089966,ENSMUSG00000089966.2,chr8,81497320.0,81498299.0,+,processed_pseudogene,Gm7997,ENSMUSG00000089966
ENSMUSG00000089967,ENSMUSG00000089967.2,chr11,103521896.0,103529716.0,-,protein_coding,Lyzl6,ENSMUSG00000089967
ENSMUSG00000089968,ENSMUSG00000089968.2,chr9,77922300.0,77927985.0,+,lncRNA,Gm39375,ENSMUSG00000089968
ENSMUSG00000089972,ENSMUSG00000089972.4,chr3,134914748.0,134915172.0,+,processed_pseudogene,Gm43033,ENSMUSG00000089972
ENSMUSG00000089973,ENSMUSG00000089973.4,chr15,68193230.0,68198182.0,-,TEC,Gm37320,ENSMUSG00000089973
ENSMUSG00000089975,ENSMUSG00000089975.3,chr5,72360672.0,72456118.0,+,protein_coding,Atp10d,ENSMUSG00000089975
ENSMUSG00000089976,ENSMUSG00000089976.2,chr5,31212124.0,31235823.0,+,protein_coding,Cad,ENSMUSG00000089976
ENSMUSG00000089978,ENSMUSG00000089978.2,chr5,149219562.0,149224678.0,-,lncRNA,Gm19719,ENSMUSG00000089978
ENSMUSG00000089979,,,,,,,,
ENSMUSG00000089981,,,,,,,,
ENSMUSG00000089982,ENSMUSG00000089982.8,chr5,120999484.0,121011569.0,+,protein_coding,Oas1h,ENSMUSG00000089982
ENSMUSG00000089983,ENSMUSG00000089983.4,chr17,27656503.0,27657001.0,+,TEC,Gm49789,ENSMUSG00000089983
ENSMUSG00000089984,ENSMUSG00000089984.8,chr12,108072690.0,108145573.0,-,protein_coding,Setd3,ENSMUSG00000089984
ENSMUSG00000089987,ENSMUSG00000089987.3,chrX,138793683.0,138795162.0,+,processed_pseudogene,Gm15011,ENSMUSG00000089987
ENSMUSG00000089988,ENSMUSG00000089988.3,chr2,64918683.0,65069747.0,-,protein_coding,Cobll1,ENSMUSG00000089988
ENSMUSG00000089989,ENSMUSG00000089989.11,chr11,48836181.0,48837017.0,-,protein_coding,Psme2b,ENSMUSG00000089989
ENSMUSG00000089990,ENSMUSG00000089990.2,chr12,80154528.0,80159787.0,-,protein_coding,Zfp36l1,ENSMUSG00000089990
ENSMUSG00000089991,ENSMUSG00000089991.3,chr10,77822781.0,77845917.0,-,protein_coding,Pfkl,ENSMUSG00000089991
ENSMUSG00000089992,ENSMUSG00000089992.4,chr3,108109538.0,108118250.0,-,protein_coding,Atxn7l2,ENSMUSG00000089992
ENSMUSG00000089993,ENSMUSG00000089993.2,chr18,80059500.0,80059745.0,+,processed_pseudogene,Gm36627,ENSMUSG00000089993
ENSMUSG00000089994,ENSMUSG00000089994.2,chr14,53878158.0,53878682.0,+,TR_V_gene,Trav14-2,ENSMUSG00000089994
ENSMUSG00000089995,ENSMUSG00000089995.3,chr4,115273279.0,115273651.0,-,processed_pseudogene,Gm12837,ENSMUSG00000089995
ENSMUSG00000089996,ENSMUSG00000089996.8,chrY,18309046.0,18320152.0,-,unprocessed_pseudogene,ENSMUSG00000121532,ENSMUSG00000089996
ENSMUSG00000089997,ENSMUSG00000089997.3,chrX,102616527.0,102616602.0,-,miRNA,Mir421,ENSMUSG00000089997
ENSMUSG00000089998,ENSMUSG00000089998.3,chr6,86605146.0,86606692.0,+,protein_coding,Asprv1,ENSMUSG00000089998
ENSMUSG00000089999,ENSMUSG00000089999.2,chr9,64894265.0,64928975.0,-,protein_coding,Hacd3,ENSMUSG00000089999
ENSMUSG00000090000,ENSMUSG00000090000.3,chr17,28643697.0,28645404.0,-,lncRNA,Gm49838,ENSMUSG00000090000
ENSMUSG00000090001,ENSMUSG00000090001.2,chr5,72462708.0,72462805.0,-,snRNA,Gm25768,ENSMUSG00000090001
ENSMUSG00000090002,ENSMUSG00000090002.3,chr7,10987629.0,10987791.0,-,processed_pseudogene,Gm9652,ENSMUSG00000090002
ENSMUSG00000090003,ENSMUSG00000090003.2,chrX,129918434.0,129919827.0,-,processed_pseudogene,Gm14976,ENSMUSG00000090003
ENSMUSG00000090004,ENSMUSG00000090004.2,chr5,123276764.0,123280109.0,+,lncRNA,4932422M17Rik,ENSMUSG00000090004
ENSMUSG00000090005,ENSMUSG00000090005.2,chr9,20563391.0,20577880.0,+,protein_coding,Pin1,ENSMUSG00000090005
ENSMUSG00000090006,ENSMUSG00000090006.2,chr13,47133384.0,47164667.0,+,lncRNA,2010001K21Rik,ENSMUSG00000090006
ENSMUSG00000090007,ENSMUSG00000090007.2,chrX,88440717.0,88441056.0,+,processed_pseudogene,Gm14805,ENSMUSG00000090007
ENSMUSG00000090008,ENSMUSG00000090008.2,chr3,92281222.0,92282536.0,+,protein_coding,Sprr2g,ENSMUSG00000090008
ENSMUSG00000090009,ENSMUSG00000090009.2,chr6,41118122.0,41118592.0,+,TR_V_gene,Trbv15,ENSMUSG00000090009
ENSMUSG00000090010,,,,,,,,
ENSMUSG00000090012,ENSMUSG00000090012.2,chr15,30961446.0,30963024.0,-,lncRNA,9630009A06Rik,ENSMUSG00000090012
ENSMUSG00000090013,ENSMUSG00000090013.2,chr9,108445976.0,108446060.0,+,miRNA,Mir425,ENSMUSG00000090013
ENSMUSG00000090015,ENSMUSG00000090015.10,chr8,85701113.0,85705347.0,-,protein_coding,Junb,ENSMUSG00000090015
ENSMUSG00000090016,ENSMUSG00000090016.2,chr9,109950747.0,109950884.0,-,snoRNA,Gm23377,ENSMUSG00000090016
ENSMUSG00000090017,ENSMUSG00000090017.3,chr13,23879797.0,23880708.0,+,protein_coding,H1f6,ENSMUSG00000090017
ENSMUSG00000090018,,,,,,,,
ENSMUSG00000090019,ENSMUSG00000090019.6,chr1,190795209.0,190818671.0,+,protein_coding,Nsl1,ENSMUSG00000090019
ENSMUSG00000090021,ENSMUSG00000090021.3,chr10,9463346.0,9463858.0,-,processed_pseudogene,Gm48758,ENSMUSG00000090021
ENSMUSG00000090023,ENSMUSG00000090023.2,chr11,117305215.0,117306194.0,+,lncRNA,Gm11729,ENSMUSG00000090023
ENSMUSG00000090024,ENSMUSG00000090024.2,chr4,72460903.0,72461235.0,+,processed_pseudogene,Gm11235,ENSMUSG00000090024
ENSMUSG00000090025,,,,,,,,
ENSMUSG00000090026,ENSMUSG00000090026.2,chr2,6945436.0,6955872.0,+,TEC,Gm37340,ENSMUSG00000090026
ENSMUSG00000090027,ENSMUSG00000090027.2,chr3,58909892.0,58913579.0,-,lncRNA,Gm43570,ENSMUSG00000090027
ENSMUSG00000090028,,,,,,,,
ENSMUSG00000090030,ENSMUSG00000090030.2,chr1,84970411.0,85248287.0,-,protein_coding,C130026I21Rik,ENSMUSG00000090030
ENSMUSG00000090031,ENSMUSG00000090031.4,chr8,107329983.0,107396878.0,+,protein_coding,Cdh1,ENSMUSG00000090031
ENSMUSG00000090032,,,,,,,,
ENSMUSG00000090033,ENSMUSG00000090033.2,chr5,145202689.0,145203187.0,-,processed_pseudogene,Gm9710,ENSMUSG00000090033
ENSMUSG00000090034,ENSMUSG00000090034.2,chrX,11175063.0,11175380.0,+,protein_coding,H2al1d,ENSMUSG00000090034
ENSMUSG00000090035,ENSMUSG00000090035.4,chr16,59181523.0,59184356.0,-,protein_coding,Or5ac25,ENSMUSG00000090035
ENSMUSG00000090036,ENSMUSG00000090036.2,chr14,18639086.0,18659734.0,-,protein_coding,Gm3002,ENSMUSG00000090036
ENSMUSG00000090037,,,,,,,,
ENSMUSG00000090038,ENSMUSG00000090038.9,chr7,25283649.0,25294201.0,+,lncRNA,Gm38569,ENSMUSG00000090038
ENSMUSG00000090039,ENSMUSG00000090039.2,chr11,46233114.0,46235847.0,+,lncRNA,Gm12167,ENSMUSG00000090039
ENSMUSG00000090040,ENSMUSG00000090040.2,chr16,44544664.0,44557647.0,+,protein_coding,Nepro,ENSMUSG00000090040
ENSMUSG00000090041,ENSMUSG00000090041.2,chr4,42587458.0,42589768.0,+,unprocessed_pseudogene,Gm52989,ENSMUSG00000090041
ENSMUSG00000090042,ENSMUSG00000090042.2,chr16,20470402.0,20482164.0,+,protein_coding,Psmd2,ENSMUSG00000090042
ENSMUSG00000090043,ENSMUSG00000090043.2,chr4,150651326.0,150653178.0,-,lncRNA,Gm13091,ENSMUSG00000090043
ENSMUSG00000090044,ENSMUSG00000090044.2,chr14,66282529.0,66283156.0,+,processed_pseudogene,Gm10233,ENSMUSG00000090044
ENSMUSG00000090045,,,,,,,,
ENSMUSG00000090047,ENSMUSG00000090047.2,chr17,80361455.0,80361985.0,+,processed_pseudogene,Gpx4-ps1,ENSMUSG00000090047
ENSMUSG00000090048,ENSMUSG00000090048.2,chr14,25090363.0,25090830.0,-,processed_pseudogene,Gm47909,ENSMUSG00000090048
ENSMUSG00000090050,ENSMUSG00000090050.2,chr3,50790667.0,50794480.0,-,TEC,Gm37548,ENSMUSG00000090050
ENSMUSG00000090051,ENSMUSG00000090051.2,chr6,124256444.0,124259553.0,+,lncRNA,Gm43971,ENSMUSG00000090051
ENSMUSG00000090053,ENSMUSG00000090053.10,chr2,181237011.0,181241005.0,-,protein_coding,Samd10,ENSMUSG00000090053
ENSMUSG00000090054,ENSMUSG00000090054.2,chr7,87421775.0,87423600.0,+,TEC,Gm44926,ENSMUSG00000090054
ENSMUSG00000090057,ENSMUSG00000090057.2,chr15,100377451.0,100393369.0,-,protein_coding,Csrnp2,ENSMUSG00000090057
ENSMUSG00000090059,ENSMUSG00000090059.5,chr1,13693554.0,13730770.0,-,protein_coding,Lactb2,ENSMUSG00000090059
ENSMUSG00000090061,ENSMUSG00000090061.10,chr6,122898807.0,122911578.0,+,protein_coding,Clec4a1,ENSMUSG00000090061
ENSMUSG00000090062,ENSMUSG00000090062.3,chr9,30537104.0,30543883.0,-,lncRNA,Gm47716,ENSMUSG00000090062
ENSMUSG00000090063,ENSMUSG00000090063.8,chr4,103420599.0,103421726.0,+,processed_pseudogene,Gm12715,ENSMUSG00000090063
ENSMUSG00000090064,,,,,,,,
ENSMUSG00000090066,ENSMUSG00000090066.3,chrX,84293285.0,84313894.0,+,protein_coding,Fthl17a,ENSMUSG00000090066
ENSMUSG00000090067,ENSMUSG00000090067.2,chr11,59266287.0,59270731.0,+,lncRNA,Gm15755,ENSMUSG00000090067
ENSMUSG00000090069,ENSMUSG00000090069.4,chr13,75950825.0,75951417.0,+,processed_pseudogene,Gm8288,ENSMUSG00000090069
ENSMUSG00000090070,ENSMUSG00000090070.2,chr17,33007368.0,33008565.0,+,lncRNA,Gm17115,ENSMUSG00000090070
ENSMUSG00000090071,ENSMUSG00000090071.5,chr5,88032888.0,88042033.0,+,protein_coding,Odam,ENSMUSG00000090071
ENSMUSG00000090073,ENSMUSG00000090073.2,chrX,6226161.0,6232775.0,-,protein_coding,Bmp15,ENSMUSG00000090073
ENSMUSG00000090074,ENSMUSG00000090074.2,chr5,73314357.0,73315227.0,+,lncRNA,1700071G01Rik,ENSMUSG00000090074
ENSMUSG00000090075,ENSMUSG00000090075.2,chr13,61683557.0,61689653.0,-,protein_coding,Ctsm,ENSMUSG00000090075
ENSMUSG00000090077,ENSMUSG00000090077.10,chr5,120950700.0,120962228.0,+,protein_coding,Oas1b,ENSMUSG00000090077
ENSMUSG00000090078,ENSMUSG00000090078.3,chr14,113194800.0,113195635.0,+,processed_pseudogene,Gm4486,ENSMUSG00000090078
ENSMUSG00000090079,ENSMUSG00000090079.2,chr10,103203644.0,103255238.0,+,protein_coding,Slc6a15,ENSMUSG00000090079
ENSMUSG00000090080,ENSMUSG00000090080.3,chr15,7840327.0,7867056.0,+,protein_coding,Gdnf,ENSMUSG00000090080
ENSMUSG00000090081,ENSMUSG00000090081.2,chr11,67857019.0,68097974.0,+,protein_coding,Stx8,ENSMUSG00000090081
ENSMUSG00000090083,ENSMUSG00000090083.12,chr12,19754295.0,19754568.0,+,processed_pseudogene,Gm48636,ENSMUSG00000090083
ENSMUSG00000090084,ENSMUSG00000090084.8,chr7,59069071.0,59069149.0,-,snoRNA,Gm25449,ENSMUSG00000090084
ENSMUSG00000090086,ENSMUSG00000090086.9,chr13,21663019.0,21669677.0,+,protein_coding,Zkscan4,ENSMUSG00000090086
ENSMUSG00000090087,ENSMUSG00000090087.2,chr7,8089386.0,8095837.0,-,transcribed_unprocessed_pseudogene,2810047C21Rik1,ENSMUSG00000090087
ENSMUSG00000090088,ENSMUSG00000090088.2,chr5,72473697.0,72525391.0,+,lncRNA,Gm20647,ENSMUSG00000090088
ENSMUSG00000090089,ENSMUSG00000090089.4,chr11,58129379.0,58130512.0,-,lncRNA,Gm57344,ENSMUSG00000090089
ENSMUSG00000090090,ENSMUSG00000090090.2,chr7,140425460.0,140426682.0,+,protein_coding,Scgb1c1,ENSMUSG00000090090
ENSMUSG00000090092,,,,,,,,
ENSMUSG00000090093,ENSMUSG00000090093.10,chr5,112424557.0,112463227.0,+,protein_coding,Tpst2,ENSMUSG00000090093
ENSMUSG00000090095,ENSMUSG00000090095.2,chr2,51962844.0,52012395.0,+,protein_coding,Rif1,ENSMUSG00000090095
ENSMUSG00000090097,ENSMUSG00000090097.9,chr1,75148361.0,75157036.0,-,protein_coding,Abcb6,ENSMUSG00000090097
ENSMUSG00000090098,ENSMUSG00000090098.9,chr14,115281432.0,115281513.0,+,miRNA,Mir19a,ENSMUSG00000090098
ENSMUSG00000090099,ENSMUSG00000090099.3,chrX,71305830.0,71305914.0,-,miRNA,Mir452,ENSMUSG00000090099
ENSMUSG00000090100,ENSMUSG00000090100.8,chr2,118943274.0,118977926.0,+,protein_coding,Rad51,ENSMUSG00000090100
ENSMUSG00000090101,ENSMUSG00000090101.3,chr13,96912974.0,96914438.0,-,processed_pseudogene,Gm48580,ENSMUSG00000090101
ENSMUSG00000090102,ENSMUSG00000090102.2,chr7,59019854.0,59019932.0,-,snoRNA,Gm23922,ENSMUSG00000090102
ENSMUSG00000090103,ENSMUSG00000090103.2,chr4,44524757.0,44710487.0,-,protein_coding,Pax5,ENSMUSG00000090103
ENSMUSG00000090104,ENSMUSG00000090104.2,chr5,134775896.0,134851821.0,+,lncRNA,Gm30003,ENSMUSG00000090104
ENSMUSG00000090105,ENSMUSG00000090105.3,chr9,105210712.0,105226115.0,+,lncRNA,Gm15619,ENSMUSG00000090105
ENSMUSG00000090106,ENSMUSG00000090106.2,chr15,76544058.0,76552396.0,+,protein_coding,Kifc2,ENSMUSG00000090106
ENSMUSG00000090107,,,,,,,,
ENSMUSG00000090108,,,,,,,,
ENSMUSG00000090109,ENSMUSG00000090109.2,chr6,133908548.0,133909372.0,-,processed_pseudogene,Gm8956,ENSMUSG00000090109
ENSMUSG00000090110,ENSMUSG00000090110.9,chr17,50762510.0,50762947.0,-,lncRNA,Gm56891,ENSMUSG00000090110
ENSMUSG00000090111,ENSMUSG00000090111.2,chr9,109661817.0,109672184.0,+,protein_coding,Nme6,ENSMUSG00000090111
ENSMUSG00000090112,ENSMUSG00000090112.9,chr3,64246986.0,64265145.0,-,protein_coding,Vmn2r128,ENSMUSG00000090112
ENSMUSG00000090113,ENSMUSG00000090113.8,chr12,38757868.0,38758569.0,+,processed_pseudogene,Gm48813,ENSMUSG00000090113
ENSMUSG00000090114,ENSMUSG00000090114.2,chr18,75138939.0,75143223.0,+,protein_coding,BC031181,ENSMUSG00000090114
ENSMUSG00000090115,ENSMUSG00000090115.8,chr13,47488727.0,47494415.0,-,lncRNA,Gm48612,ENSMUSG00000090115
ENSMUSG00000090116,ENSMUSG00000090116.2,chrX,32865357.0,32865739.0,-,processed_pseudogene,Gm21990,ENSMUSG00000090116
ENSMUSG00000090117,ENSMUSG00000090117.8,chrX,49253865.0,49253951.0,+,unitary_pseudogene,Gm54734,ENSMUSG00000090117
ENSMUSG00000090118,ENSMUSG00000090118.2,chr4,83296554.0,83308905.0,-,lncRNA,Gm11413,ENSMUSG00000090118
ENSMUSG00000090119,ENSMUSG00000090119.2,chr5,27400953.0,27403866.0,+,TEC,Gm43776,ENSMUSG00000090119
ENSMUSG00000090120,ENSMUSG00000090120.2,chrX,73171070.0,73194366.0,+,protein_coding,Opn1mw,ENSMUSG00000090120
ENSMUSG00000090121,ENSMUSG00000090121.11,chr9,103418502.0,103420733.0,-,TEC,Gm37649,ENSMUSG00000090121
ENSMUSG00000090122,ENSMUSG00000090122.4,chrX,108158831.0,108159122.0,-,misc_RNA,Gm54436,ENSMUSG00000090122
ENSMUSG00000090124,ENSMUSG00000090124.8,chr4,96456666.0,96479815.0,-,protein_coding,Cyp2j9,ENSMUSG00000090124
ENSMUSG00000090125,ENSMUSG00000090125.4,chr12,103163167.0,103208409.0,-,protein_coding,Prima1,ENSMUSG00000090125
ENSMUSG00000090126,ENSMUSG00000090126.2,chr17,36478874.0,36482697.0,+,lncRNA,Gm20478,ENSMUSG00000090126
ENSMUSG00000090127,,,,,,,,
ENSMUSG00000090128,ENSMUSG00000090128.2,chr19,32734897.0,32803560.0,+,protein_coding,Pten,ENSMUSG00000090128
ENSMUSG00000090129,ENSMUSG00000090129.11,chr9,122340336.0,122340676.0,-,processed_pseudogene,Gm47130,ENSMUSG00000090129
ENSMUSG00000090131,ENSMUSG00000090131.2,chrX,168033189.0,168103368.0,-,protein_coding,Hccs,ENSMUSG00000090131
ENSMUSG00000090132,ENSMUSG00000090132.4,chr8,3720375.0,3720528.0,-,lncRNA,Gm56863,ENSMUSG00000090132
ENSMUSG00000090135,ENSMUSG00000090135.2,chr6,67570996.0,67571292.0,+,IG_V_pseudogene,Igkv1-136,ENSMUSG00000090135
ENSMUSG00000090136,ENSMUSG00000090136.5,chr4,30432112.0,30523783.0,+,lncRNA,Gm11924,ENSMUSG00000090136
ENSMUSG00000090137,ENSMUSG00000090137.9,chr15,12171578.0,12171660.0,+,miRNA,Mir1898,ENSMUSG00000090137
ENSMUSG00000090138,ENSMUSG00000090138.3,chr10,84955297.0,84963891.0,-,protein_coding,Mterf2,ENSMUSG00000090138
ENSMUSG00000090141,ENSMUSG00000090141.2,chr12,84197996.0,84199067.0,+,lncRNA,Gm56545,ENSMUSG00000090141
ENSMUSG00000090142,ENSMUSG00000090142.3,chr11,94827050.0,94843868.0,+,protein_coding,Col1a1,ENSMUSG00000090142
ENSMUSG00000090145,ENSMUSG00000090145.8,chr4,53030787.0,53159895.0,-,protein_coding,Abca1,ENSMUSG00000090145
ENSMUSG00000090146,ENSMUSG00000090146.2,chr14,120715856.0,120744606.0,+,protein_coding,Rap2a,ENSMUSG00000090146
ENSMUSG00000090147,ENSMUSG00000090147.2,chr19,51902401.0,51972971.0,+,lncRNA,Gm50329,ENSMUSG00000090147
ENSMUSG00000090150,ENSMUSG00000090150.11,chr17,50201770.0,50202995.0,-,lncRNA,Gm16554,ENSMUSG00000090150
ENSMUSG00000090151,ENSMUSG00000090151.2,chrX,99019212.0,99444368.0,+,protein_coding,Eda,ENSMUSG00000090151
ENSMUSG00000090152,ENSMUSG00000090152.2,chr1,4605060.0,4605509.0,-,processed_pseudogene,Gm38076,ENSMUSG00000090152
ENSMUSG00000090157,ENSMUSG00000090157.8,chr17,88976088.0,89022580.0,+,protein_coding,Gtf2a1l,ENSMUSG00000090157
ENSMUSG00000090159,ENSMUSG00000090159.2,chr13,120297542.0,120308106.0,+,protein_coding,D13Ertd608e,ENSMUSG00000090159
ENSMUSG00000090160,ENSMUSG00000090160.2,chr14,48624571.0,48625462.0,-,processed_pseudogene,Gm18962,ENSMUSG00000090160
ENSMUSG00000090162,ENSMUSG00000090162.2,chrX,29368146.0,29395500.0,-,unprocessed_pseudogene,Gm14527,ENSMUSG00000090162
ENSMUSG00000090163,ENSMUSG00000090163.2,chr17,37269484.0,37276517.0,+,protein_coding,Polr1has,ENSMUSG00000090163
ENSMUSG00000090164,ENSMUSG00000090164.9,chr8,3507105.0,3517680.0,-,protein_coding,Pex11g,ENSMUSG00000090164
ENSMUSG00000090165,ENSMUSG00000090165.9,chr6,4600839.0,4643355.0,+,protein_coding,Casd1,ENSMUSG00000090165
ENSMUSG00000090166,ENSMUSG00000090166.3,chr6,133574248.0,133576268.0,+,unprocessed_pseudogene,Gm34224,ENSMUSG00000090166
ENSMUSG00000090168,ENSMUSG00000090168.2,chr14,121760956.0,121761160.0,+,processed_pseudogene,Gm4529,ENSMUSG00000090168
ENSMUSG00000090171,ENSMUSG00000090171.2,chrX,9301491.0,9354010.0,-,protein_coding,Cybb,ENSMUSG00000090171
ENSMUSG00000090173,ENSMUSG00000090173.9,chr6,4359028.0,4359634.0,+,processed_pseudogene,Gm8602,ENSMUSG00000090173
ENSMUSG00000090174,ENSMUSG00000090174.2,chr17,29233616.0,29251542.0,-,lncRNA,Gm16196,ENSMUSG00000090174
ENSMUSG00000090175,ENSMUSG00000090175.2,chrX,70599524.0,70604282.0,+,protein_coding,Hmgb3,ENSMUSG00000090175
ENSMUSG00000090176,ENSMUSG00000090176.2,chr10,52700401.0,52702938.0,+,TEC,Gm47621,ENSMUSG00000090176
ENSMUSG00000090179,ENSMUSG00000090179.2,chrX,138680298.0,138683102.0,-,protein_coding,Ripply1,ENSMUSG00000090179
ENSMUSG00000090180,ENSMUSG00000090180.2,chr6,88193227.0,88193484.0,-,TEC,Gm44388,ENSMUSG00000090180
ENSMUSG00000090185,ENSMUSG00000090185.2,chr3,106496576.0,106498178.0,+,TEC,Gm38271,ENSMUSG00000090185
ENSMUSG00000090186,ENSMUSG00000090186.8,chr7,130739442.0,130748043.0,-,protein_coding,4933402N03Rik,ENSMUSG00000090186
ENSMUSG00000090187,,,,,,,,
ENSMUSG00000090188,ENSMUSG00000090188.2,chr11,18045986.0,18053384.0,+,lncRNA,Gm12018,ENSMUSG00000090188
ENSMUSG00000090189,,,,,,,,
